;instance;makespans;result;models;models_more;time_total;time_unsat
33;34_3_12_L.lp.out;[2499, 2024, 1953, 1953, 1952, 1830, 1830, 1830, 1739, 1763, 1745, 1745, 1745, 1745, 1696, 1696, 1696, 1669, 1669, 1669, 1529, 1583, 1529, 1349, 1352, 1319, 1319, 1319, 1319, 1319, 1319];OPTIMAL;31;False;22.046;15.424
34;35_3_44_L.lp.out;[10267, 10267, 10267, 10267, 10267, 10267, 10267, 10267, 10267, 10267, 10267, 9286, 9286, 9286, 9286, 9086, 9086, 9086, 9086, 9086, 8808, 8808, 8808, 8808, 8572, 8250, 8250, 8250, 8250, 8250, 7643, 7643, 7643, 7643];FEASIBLE;34;True;300.002;0.0
35;36_3_44_L.lp.out;[10079, 10079, 10079, 10079, 10079, 9980, 9649, 9649, 9649, 9649, 9649, 9539, 9539, 9539, 9539, 9166, 9166, 9166, 9166, 9166, 9166, 9166, 9109, 9109, 9109, 9109, 9109, 9056, 9056, 9056, 8722, 8722, 8722, 8669, 8669, 8669, 8669, 8529, 8529, 8529];FEASIBLE;40;True;300.001;0.0
36;37_3_31_L.lp.out;[6783, 6783, 6783, 6783, 6783, 6783, 6783, 6783, 6783, 6783, 6783, 6783, 6623, 6623, 6623, 6623, 6623, 6623, 6545, 6545, 6545, 6545, 6545, 6545, 6341, 6341, 6341, 6341, 6341, 6321, 6321, 6321, 6321, 6298, 5908, 5908, 5908, 5908, 5908, 5908, 5908, 5908, 5908, 5908];FEASIBLE;44;True;300.001;0.0
37;38_3_44_L.lp.out;[9902, 9902, 9902, 9902, 9902, 9902, 9902, 9902, 9902];FEASIBLE;9;True;300.001;0.0
38;39_3_24_L.lp.out;[2739, 2696, 2611, 2605, 2605, 2605, 2549, 2549, 2549, 2549, 2498, 2252, 2175, 2167, 2171, 2155, 2135, 2135, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2116, 2085];FEASIBLE;34;True;300.001;0.0
39;40_3_28_L.lp.out;[5549, 5549, 5549, 5549, 5549, 5549, 5549, 5549, 5445];FEASIBLE;9;True;300.001;0.0
40;41_3_38_L.lp.out;[8672, 8672, 8672, 8672, 8394, 8245, 8245, 8245, 8245, 8245, 8245, 8045, 8045, 7956, 7956, 7956, 7956, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7770, 7532, 7532, 7532, 7532, 7532, 7532, 7532, 7532, 7532, 7471, 7471, 7471, 7471, 7471, 7471, 7471, 7347, 7347, 7347, 7347, 7347, 7347, 7347, 7347, 7347];FEASIBLE;57;True;300.001;0.0
41;42_3_38_L.lp.out;[8162, 8162, 8162, 8162, 8162, 8162, 8162, 8162];FEASIBLE;8;True;300.001;0.0
42;43_3_22_L.lp.out;[5871, 5871, 5871, 5871, 5871, 5871, 5871, 4242, 4242, 4242, 4242, 4242, 4242, 4242, 4230, 4230, 4230, 4089, 3916, 3916, 3916, 3916, 3916, 3916, 3834, 3803, 3803, 3408, 3340, 3340, 3340, 3340, 3340, 3340, 3249, 3249, 3249, 3249, 3249, 2997, 2997, 2997, 2997, 2816, 2816, 2816, 2816, 2816, 2674, 2618, 2545];FEASIBLE;51;True;300.001;0.0
