;instance;makespans;result;models;models_more;time_total;time_unsat
38;39_3_24_L.lp.out;[5708, 5269, 5221, 5177, 5119, 5045, 4769, 4602, 4535, 4352, 4274, 4272, 4012, 3932, 3918, 3848, 3714, 3699, 3693, 3669, 3634, 3579, 3457, 3441, 3407, 3387, 3385, 3340, 3280, 3276, 3265, 3254, 3174, 3124, 3000, 2898, 2875, 2824, 2805, 2763, 2737, 2707, 2671, 2646, 2554, 2551, 2518, 2398, 2375, 2291, 2275, 2220, 2200, 2196, 2142, 2134, 2128, 2089, 2081, 2062, 2047, 2039];OPTIMAL;62;False;56.183;0.003
39;40_3_28_L.lp.out;[6901, 6716, 6308, 5918, 5915, 5767, 5725, 4947, 4851, 4842, 4797, 4625, 4552, 4411, 4284, 4244, 4169, 4093, 3957, 3927, 3908, 3885, 3861, 3828, 3823, 3797, 3782, 3576, 3441, 3423, 3420, 3391, 3389, 3365, 3313, 3281, 3218, 3217, 3210, 3199, 3193, 3191, 3187, 3183, 3176, 3152, 3147, 3134, 3112, 3094, 3087, 3070, 3056, 3034, 3032, 3029, 3019, 3011, 3006, 3005, 3001, 2998, 2994, 2980, 2971, 2954, 2953];OPTIMAL;67;False;71.801;0.954
40;41_3_38_L.lp.out;[8669];FEASIBLE;1;True;300.0;0.0
41;42_3_38_L.lp.out;[9493, 9484, 9482, 8987, 8974, 8898, 8082, 7963, 7840, 7796, 7590, 7572, 7569, 6927, 6707, 6670, 6617];FEASIBLE;17;True;299.99;0.0
42;43_3_22_L.lp.out;[6460, 6417, 5962, 5905, 4805, 4750, 4698, 3997, 3752, 3721, 3615, 3510, 3382, 3348, 3338, 3292, 3208, 2986, 2946, 2939, 2927, 2913, 2901, 2894, 2875, 2870, 2853, 2842, 2833, 2826, 2810, 2794, 2781, 2777, 2752, 2694, 2692, 2683, 2646, 2617, 2561, 2560, 2545, 2543, 2537, 2526, 2524, 2508, 2482, 2480, 2474, 2451, 2449, 2448, 2445, 2441, 2435, 2423, 2419, 2413, 2378, 2375, 2366];OPTIMAL;63;False;153.01;0.0
43;44_3_42_L.lp.out;[8571, 8509];FEASIBLE;2;True;299.992;0.0
44;45_3_10_L.lp.out;[1713, 1669, 1530, 1508, 1428, 1336, 1306, 1296, 1280];OPTIMAL;9;False;0.109;0.005
45;46_3_37_L.lp.out;[7087, 6933, 6922, 6703, 6485, 6472, 6443, 6416, 6350, 6335, 6284, 6166, 5963, 5906, 5839, 5684, 5615, 5603, 5561, 5487, 5480, 5460, 5420, 5402, 5397, 5395, 5388, 5330, 5244];FEASIBLE;29;True;299.983;0.0
46;47_3_46_L.lp.out;[9924, 9706, 9339];FEASIBLE;3;True;299.998;0.0
47;48_3_6_L.lp.out;[1112, 1104, 955, 937];OPTIMAL;4;False;0.013;0.0
