;instance;makespans;result;models;models_more;time_total;time_unsat
42;43_3_22_L.lp.out;[6460, 6417, 5263, 5042, 4101, 4021, 3984, 3618, 3590, 3569, 3568, 3410, 3338, 3325, 3306, 3186, 3112, 3082, 3057, 3037, 3022, 3017, 2924, 2918, 2884, 2879, 2870, 2830, 2824, 2821, 2820, 2754, 2738, 2727, 2707, 2702, 2687, 2686, 2676, 2650, 2645, 2613, 2607, 2591, 2526, 2502, 2485, 2480, 2472, 2469, 2452, 2448, 2435, 2422, 2418, 2416, 2413, 2409, 2405, 2398, 2378, 2369, 2366];OPTIMAL;63;False;68.1;0.0
43;44_3_42_L.lp.out;[8856, 8783];FEASIBLE;2;True;299.999;0.0
44;45_3_10_L.lp.out;[2130, 1800, 1796, 1752, 1638, 1613, 1531, 1503, 1438, 1422, 1381, 1370, 1310, 1296, 1281];OPTIMAL;15;False;0.119;0.012
45;46_3_37_L.lp.out;[8893, 8255, 7971, 7961, 7685, 7675, 7477, 7215, 7092, 7079, 6904, 6887, 6856, 6649, 6598, 6551, 6280, 6152, 5922, 5779, 5758, 5756, 5505];FEASIBLE;23;True;299.986;0.0
46;47_3_46_L.lp.out;[9433, 8983];FEASIBLE;2;True;299.998;0.0
47;48_3_6_L.lp.out;[1112, 1105, 937];OPTIMAL;3;False;0.023;0.0
48;49_3_25_L.lp.out;[6529, 6175, 5691, 5333, 5224, 5160, 5066, 4918, 4828, 4719, 4645, 4637, 4616, 4549, 4452, 4408, 4379, 4344, 4313, 4292, 4207, 4154, 4128, 3926, 3901, 3889, 3770, 3707, 3683, 3675, 3661, 3591, 3584, 3583, 3539, 3528, 3523, 3513, 3511, 3484, 3465, 3456, 3421, 3413, 3400, 3379, 3374, 3358, 3346, 3337, 3312, 3294, 3291, 3280, 3242, 3228, 3196, 3133, 3116, 3109, 3053, 3026, 3011];OPTIMAL;63;False;186.986;0.0
49;50_3_11_L.lp.out;[2609, 2058, 2002, 1997, 1981, 1931, 1656, 1524, 1523, 1507, 1495, 1489, 1433, 1420, 1390, 1386, 1360, 1359, 1353, 1342, 1331, 1312];OPTIMAL;22;False;0.204;0.008
50;51_3_46_H.lp.out;[16549];FEASIBLE;1;True;300.0;0.0
51;52_3_37_H.lp.out;[12173, 11377, 11255, 11226, 11073, 11038, 10897];FEASIBLE;7;True;299.996;0.0
52;53_3_35_H.lp.out;[12271, 11173, 11169, 10792, 10578];FEASIBLE;5;True;299.997;0.0
53;54_3_41_H.lp.out;[12131];FEASIBLE;1;True;299.999;0.0
54;55_3_35_H.lp.out;[10024, 9909, 9650, 9594, 9580, 9578, 9560, 9539, 9537, 9532, 9526, 9455, 9364, 9304, 9259, 9195, 9143, 8938, 8932, 8927, 8835, 8791, 8767, 8587, 8584, 8528, 8482, 8452, 8297, 8268, 7863, 7808, 7774, 7769, 7726, 7721, 7701, 7689, 7616, 7570, 7564, 7503, 7467, 7411, 7410, 7400, 7380, 7360, 7349, 7220, 7191, 7159, 7078, 7048, 7017, 7007, 7002, 6999, 6997, 6924, 6923, 6913, 6906, 6902, 6883, 6861, 6842, 6778, 6773];FEASIBLE;69;True;299.968;0.0
55;56_3_33_H.lp.out;[12111, 12078, 11286, 10988, 10948, 10903, 10836, 10791, 10619, 10595, 10555, 10483, 10481, 10048, 10000, 9990, 9942, 9778, 9547, 9527, 9453, 9382, 9377, 9251, 9036, 9033, 8993, 8949, 8938, 8929, 8922, 8836, 8717, 8712, 8665, 8652, 8651, 8637, 8574, 8524, 8484, 8393, 8387, 8348, 8335, 8332, 8306, 8288, 8261, 8235, 8231, 8160, 8144, 8047];FEASIBLE;54;True;299.978;0.0
56;57_3_15_H.lp.out;[5068, 4860, 4638, 4151, 4047, 4035, 3983, 3934, 3902, 3901, 3899];FEASIBLE;11;True;299.998;0.0
57;58_3_24_H.lp.out;[8752, 7835, 7802, 7300, 7170, 7019, 6985, 6981, 6926, 6923, 6752, 6727, 6687];FEASIBLE;13;True;299.997;0.0
58;59_3_7_H.lp.out;[1997, 1868, 1630, 1431, 1403, 1281, 1271, 1252, 1235, 1161];OPTIMAL;10;False;0.098;0.042
59;60_3_40_H.lp.out;[13371, 13345, 13053, 13051, 13029, 13009, 13007, 12984, 12870, 12849, 12808, 12770, 12727, 12665, 12645, 12573, 12569, 12559, 12468, 12434, 12410, 11910, 11865, 11858, 11821, 11575, 11499, 11497, 11485, 11452, 11418, 11116, 11107, 11066, 11046, 11022, 10831, 10821, 10819, 10789, 10778, 10725, 10655, 10653, 10558, 10527];FEASIBLE;46;True;299.975;0.0
60;61_3_10_H.lp.out;[3793, 3649, 3627, 3614, 3492, 3415, 3351, 3013, 3002, 2979, 2957, 2903, 2888, 2882, 2864, 2831, 2822, 2802, 2799, 2774];OPTIMAL;20;False;225.464;193.892
61;62_3_49_H.lp.out;[14587];FEASIBLE;1;True;299.999;0.0
62;63_3_36_H.lp.out;[12774, 11168];FEASIBLE;2;True;299.999;0.0
63;64_3_20_H.lp.out;[6452, 5675, 5661, 5655, 5551, 5538, 5480, 5451, 5447, 5419, 5412, 5409, 5403, 5380, 5357, 5298, 5250, 5232];FEASIBLE;18;True;299.997;0.0
64;65_3_22_H.lp.out;[6014, 5899, 5888, 5880];FEASIBLE;4;True;299.999;0.0
65;66_3_31_H.lp.out;[9435, 9287, 8852, 8830, 8690, 8562, 8368, 8242, 8193, 8152, 7931, 7922, 7915, 7877, 7854, 7848, 7843, 7840, 7814, 7805, 7785, 7777, 7750, 7739, 7720, 7700, 7687, 7473, 7364, 7324, 7295, 7281, 7255, 6987, 6865, 6860, 6843, 6823, 6789, 6782, 6760, 6754, 6751, 6715, 6699, 6693, 6671, 6660];FEASIBLE;48;True;299.983;0.0
66;67_3_29_H.lp.out;[9703, 9464, 9350, 8784, 8773, 8680, 8671, 8660, 8614, 8595];FEASIBLE;10;True;299.997;0.0
67;68_3_48_H.lp.out;[16823];FEASIBLE;1;True;299.998;0.0
68;69_3_38_H.lp.out;[9753];FEASIBLE;1;True;299.999;0.0
69;70_3_28_H.lp.out;[10472, 10044, 9712, 9620, 9589, 9548, 9533, 9299];FEASIBLE;8;True;299.998;0.0
70;71_3_21_H.lp.out;[6367, 6091, 5954, 5798, 5787, 5545, 5490, 5487, 5465, 5463, 5154, 5143, 5139, 5134, 5026, 4959, 4936];FEASIBLE;17;True;299.997;0.0
71;72_3_19_H.lp.out;[6475, 6340, 6313, 6197, 6048, 5905, 5654];FEASIBLE;7;True;299.999;0.0
72;73_3_13_H.lp.out;[3917, 3858, 3659, 3480, 3470, 3466, 3157, 3145, 3122];FEASIBLE;9;True;299.999;0.0
73;74_3_6_H.lp.out;[2166, 2066, 2039, 1419, 1367, 1312, 1278];OPTIMAL;7;False;0.036;0.007
74;75_3_5_H.lp.out;[1364, 1288, 1256, 1151, 1149, 1073, 1066, 1065, 1049];OPTIMAL;9;False;0.027;0.0
